
time,ax,ay,az,wx,wy,wz,I,Latitude,Longitude,Speed (m/s),
13:20:09:268,-1.6843,-1.4242,0.3596,0.5744,-1.2277,0.3928,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:279,-0.5094,-1.8521,0.7011,0.5744,-1.2277,0.3928,217.0125,50.37560064,16.28181006,0.31000000,
13:20:09:284,-0.5094,-1.8521,0.7011,0.5744,-1.2277,0.3928,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:323,-0.5094,-1.8521,0.7011,0.5744,-1.2277,0.3928,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:336,-0.5094,-1.8521,0.7011,-0.8381,-0.7129,0.1605,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:347,-0.4369,-1.0055,-1.2422,-0.8381,-0.7129,0.1605,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:391,-0.4369,-1.0055,-1.2422,-0.8381,-0.7129,0.1605,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:403,-0.4369,-1.0055,-1.2422,-1.2107,-0.0541,-0.4998,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:415,-0.0258,0.0014,0.3659,-1.2107,-0.0541,-0.4998,218.0250,50.37560064,16.28181006,0.31000000,
13:20:09:445,-0.0258,0.0014,0.3659,-1.2107,-0.0541,-0.4998,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:458,-0.0258,0.0014,0.3659,-1.2107,-0.0541,-0.4998,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:470,-0.0258,0.0014,0.3659,-0.0220,-0.0049,-0.7353,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:484,0.0140,0.2747,3.1895,-0.0220,-0.0049,-0.7353,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:526,0.0140,0.2747,3.1895,-0.0220,-0.0049,-0.7353,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:540,0.0140,0.2747,3.1895,-0.3540,0.1593,-0.5327,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:552,-0.9612,-0.0140,0.4979,-0.3540,0.1593,-0.5327,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:594,-0.9612,-0.0140,0.4979,-0.3540,0.1593,-0.5327,216.0000,50.37560064,16.28181006,0.31000000,
13:20:09:605,-0.9612,-0.0140,0.4979,-0.3540,0.1593,-0.5327,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:607,-0.9612,-0.0140,0.4979,-0.4594,0.2176,-0.3198,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:620,-0.5293,0.4182,-0.0206,-0.4594,0.2176,-0.3198,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:662,-0.5293,0.4182,-0.0206,-0.4594,0.2176,-0.3198,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:675,-0.5293,0.4182,-0.0206,-0.1170,0.0919,-0.0489,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:688,-0.5146,0.2748,0.9668,-0.1170,0.0919,-0.0489,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:729,-0.5146,0.2748,0.9668,-0.1170,0.0919,-0.0489,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:742,-0.5146,0.2748,0.9668,0.2199,-0.0811,0.1037,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:755,-0.1156,0.0026,0.8518,0.2199,-0.0811,0.1037,220.9950,50.37560064,16.28181006,0.31000000,
13:20:09:765,-0.1156,0.0026,0.8518,0.2199,-0.0811,0.1037,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:797,-0.1156,0.0026,0.8518,0.2199,-0.0811,0.1037,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:809,-0.1156,0.0026,0.8518,0.3549,0.0069,0.1723,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:823,0.1687,-0.2329,0.6482,0.3549,0.0069,0.1723,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:865,0.1687,-0.2329,0.6482,0.3549,0.0069,0.1723,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:877,0.1687,-0.2329,0.6482,0.2120,0.1100,0.0884,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:890,0.2952,-0.2058,-0.1586,0.2120,0.1100,0.0884,222.0075,50.37560064,16.28181006,0.31000000,
13:20:09:925,0.2952,-0.2058,-0.1586,0.2120,0.1100,0.0884,224.0325,50.37560064,16.28181006,0.31000000,
13:20:09:933,0.2952,-0.2058,-0.1586,0.2120,0.1100,0.0884,224.0325,50.37560064,16.28181006,0.31000000,
13:20:09:946,0.2952,-0.2058,-0.1586,0.1213,0.2422,0.1080,224.0325,50.37560064,16.28181006,0.31000000,
13:20:09:958,0.1425,-0.1891,-0.2086,0.1213,0.2422,0.1080,224.0325,50.37560064,16.28181006,0.31000000,
13:20:10:000,0.1425,-0.1891,-0.2086,0.1213,0.2422,0.1080,224.0325,50.37560064,16.28181006,0.31000000,
13:20:10:013,0.1425,-0.1891,-0.2086,0.2343,0.0600,0.1910,224.0325,50.37561571,16.28181428,0.33000001,
13:20:10:026,0.1222,0.0011,-0.0285,0.2343,0.0600,0.1910,224.0325,50.37561571,16.28181428,0.33000001,
13:20:10:068,0.1222,0.0011,-0.0285,0.2343,0.0600,0.1910,224.0325,50.37561571,16.28181428,0.33000001,
13:20:10:080,0.1222,0.0011,-0.0285,0.1257,0.1486,0.1037,224.0325,50.37561571,16.28181428,0.33000001,
13:20:10:085,0.1222,0.0011,-0.0285,0.1257,0.1486,0.1037,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:094,0.4337,-0.0236,-0.3188,0.1257,0.1486,0.1037,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:136,0.4337,-0.0236,-0.3188,0.1257,0.1486,0.1037,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:149,0.4337,-0.0236,-0.3188,0.0858,0.0982,0.0933,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:161,0.4600,0.0091,-0.2725,0.0858,0.0982,0.0933,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:203,0.4600,0.0091,-0.2725,0.0858,0.0982,0.0933,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:217,0.4600,0.0091,-0.2725,0.1000,0.0344,0.1443,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:229,0.0070,0.0748,-0.2260,0.1000,0.0344,0.1443,227.0025,50.37561571,16.28181428,0.33000001,
13:20:10:245,0.0070,0.0748,-0.2260,0.1000,0.0344,0.1443,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:272,0.0070,0.0748,-0.2260,0.1000,0.0344,0.1443,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:284,0.0070,0.0748,-0.2260,0.0441,0.0444,0.0805,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:297,0.3278,0.1259,-0.1964,0.0441,0.0444,0.0805,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:340,0.3278,0.1259,-0.1964,0.0441,0.0444,0.0805,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:355,0.3278,0.1259,-0.1964,0.0205,0.0185,0.0232,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:364,0.3336,0.0963,-0.2923,0.0205,0.0185,0.0232,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:407,0.3336,0.0963,-0.2923,0.0205,0.0185,0.0232,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:421,0.3336,0.0963,-0.2923,-0.0380,-0.0301,-0.0092,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:433,0.2456,0.1265,-0.3822,-0.0380,-0.0301,-0.0092,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:476,0.2456,0.1265,-0.3822,-0.0380,-0.0301,-0.0092,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:487,0.2456,0.1265,-0.3822,-0.0310,-0.0037,0.0250,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:501,0.0154,0.0922,-0.1099,-0.0310,-0.0037,0.0250,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:543,0.0154,0.0922,-0.1099,-0.0310,-0.0037,0.0250,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:556,0.0154,0.0922,-0.1099,-0.0079,-0.0406,0.0066,228.0150,50.37561571,16.28181428,0.33000001,
13:20:10:565,0.0154,0.0922,-0.1099,-0.0079,-0.0406,0.0066,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:569,0.0801,0.1249,-0.0006,-0.0079,-0.0406,0.0066,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:611,0.0801,0.1249,-0.0006,-0.0079,-0.0406,0.0066,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:623,0.0801,0.1249,-0.0006,0.0327,0.0061,0.0179,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:638,0.0248,0.0438,0.0753,0.0327,0.0061,0.0179,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:678,0.0248,0.0438,0.0753,0.0327,0.0061,0.0179,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:690,0.0248,0.0438,0.0753,-0.0399,0.0107,-0.0121,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:704,0.0793,0.0869,-0.0799,-0.0399,0.0107,-0.0121,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:747,0.0793,0.0869,-0.0799,-0.0399,0.0107,-0.0121,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:759,0.0793,0.0869,-0.0799,-0.0137,-0.0226,0.0108,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:772,0.0231,0.0319,-0.0700,-0.0137,-0.0226,0.0108,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:814,0.0231,0.0319,-0.0700,-0.0137,-0.0226,0.0108,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:827,0.0231,0.0319,-0.0700,-0.0325,-0.0018,0.0466,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:839,-0.0970,-0.0040,-0.0723,-0.0325,-0.0018,0.0466,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:882,-0.0970,-0.0040,-0.0723,-0.0325,-0.0018,0.0466,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:895,-0.0970,-0.0040,-0.0723,0.0208,0.0168,0.0464,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:907,0.0149,0.0042,0.0845,0.0208,0.0168,0.0464,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:951,0.0149,0.0042,0.0845,0.0208,0.0168,0.0464,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:962,0.0149,0.0042,0.0845,-0.0286,-0.0115,0.0127,225.9900,50.37561571,16.28181428,0.33000001,
13:20:10:975,0.0739,0.0939,-0.0857,-0.0286,-0.0115,0.0127,225.9900,50.37561571,16.28181428,0.33000001,
13:20:11:018,0.0739,0.0939,-0.0857,-0.0286,-0.0115,0.0127,225.9900,50.37560824,16.28179116,0.00000000,
13:20:11:031,0.0739,0.0939,-0.0857,-0.0044,-0.0160,0.0241,225.9900,50.37560824,16.28179116,0.00000000,
13:20:11:043,0.0356,0.0265,-0.0381,-0.0044,-0.0160,0.0241,225.9900,50.37560824,16.28179116,0.00000000,
13:20:11:045,0.0356,0.0265,-0.0381,-0.0044,-0.0160,0.0241,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:085,0.0356,0.0265,-0.0381,-0.0044,-0.0160,0.0241,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:098,0.0356,0.0265,-0.0381,-0.0249,-0.0066,-0.0197,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:111,0.1329,0.0421,0.0082,-0.0249,-0.0066,-0.0197,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:153,0.1329,0.0421,0.0082,-0.0249,-0.0066,-0.0197,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:165,0.1329,0.0421,0.0082,-0.0055,-0.0037,-0.0052,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:179,0.0191,0.0413,-0.0040,-0.0055,-0.0037,-0.0052,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:221,0.0191,0.0413,-0.0040,-0.0055,-0.0037,-0.0052,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:234,0.0191,0.0413,-0.0040,-0.0111,-0.0199,0.0194,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:246,-0.1051,-0.0248,0.0322,-0.0111,-0.0199,0.0194,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:289,-0.1051,-0.0248,0.0322,-0.0111,-0.0199,0.0194,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:303,-0.1051,-0.0248,0.0322,0.0090,-0.0192,0.0516,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:315,-0.1199,-0.0095,-0.0194,0.0090,-0.0192,0.0516,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:356,-0.1199,-0.0095,-0.0194,0.0090,-0.0192,0.0516,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:371,-0.1199,-0.0095,-0.0194,0.0209,-0.0082,0.0089,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:382,0.1063,0.0112,0.1210,0.0209,-0.0082,0.0089,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:425,0.1063,0.0112,0.1210,0.0209,-0.0082,0.0089,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:436,0.1063,0.0112,0.1210,-0.0095,-0.0180,0.0185,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:450,0.0136,0.0105,-0.1625,-0.0095,-0.0180,0.0185,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:492,0.0136,0.0105,-0.1625,-0.0095,-0.0180,0.0185,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:505,0.0136,0.0105,-0.1625,-0.0086,-0.0257,0.0229,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:517,-0.0039,0.0071,-0.0152,-0.0086,-0.0257,0.0229,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:560,-0.0039,0.0071,-0.0152,-0.0086,-0.0257,0.0229,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:573,-0.0039,0.0071,-0.0152,-0.0124,-0.0249,0.0046,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:585,0.0279,0.0059,-0.0419,-0.0124,-0.0249,0.0046,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:628,0.0279,0.0059,-0.0419,-0.0124,-0.0249,0.0046,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:640,0.0279,0.0059,-0.0419,-0.0168,-0.0353,0.0229,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:653,-0.0332,0.0075,-0.0211,-0.0168,-0.0353,0.0229,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:696,-0.0332,0.0075,-0.0211,-0.0168,-0.0353,0.0229,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:708,-0.0332,0.0075,-0.0211,0.0034,-0.0272,0.0069,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:721,0.0379,0.0152,0.0946,0.0034,-0.0272,0.0069,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:763,0.0379,0.0152,0.0946,0.0034,-0.0272,0.0069,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:776,0.0379,0.0152,0.0946,0.0257,0.0127,-0.0293,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:788,0.1421,0.0576,0.1270,0.0257,0.0127,-0.0293,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:831,0.1421,0.0576,0.1270,0.0257,0.0127,-0.0293,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:843,0.1421,0.0576,0.1270,0.0147,0.0406,-0.0018,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:857,-0.0470,-0.0164,0.0520,0.0147,0.0406,-0.0018,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:899,-0.0470,-0.0164,0.0520,0.0147,0.0406,-0.0018,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:912,-0.0470,-0.0164,0.0520,0.0234,0.0405,0.0032,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:924,-0.0505,-0.0626,-0.0028,0.0234,0.0405,0.0032,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:968,-0.0505,-0.0626,-0.0028,0.0234,0.0405,0.0032,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:979,-0.0505,-0.0626,-0.0028,0.0333,0.0505,0.0151,224.9775,50.37560824,16.28179116,0.00000000,
13:20:11:992,-0.0245,-0.0513,0.0718,0.0333,0.0505,0.0151,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:035,-0.0245,-0.0513,0.0718,0.0333,0.0505,0.0151,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:047,-0.0245,-0.0513,0.0718,0.1063,0.1515,0.0394,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:060,-0.1578,-0.0801,0.3782,0.1063,0.1515,0.0394,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:103,-0.1578,-0.0801,0.3782,0.1063,0.1515,0.0394,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:115,-0.1578,-0.0801,0.3782,0.1646,0.3958,-0.1005,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:127,0.1575,-0.0426,0.7246,0.1646,0.3958,-0.1005,224.9775,50.37560824,16.28179116,0.00000000,
13:20:12:165,0.1575,-0.0426,0.7246,0.1646,0.3958,-0.1005,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:171,0.1575,-0.0426,0.7246,0.1646,0.3958,-0.1005,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:183,0.1575,-0.0426,0.7246,0.2674,0.3966,-0.3277,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:196,0.1845,-0.0710,0.7819,0.2674,0.3966,-0.3277,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:237,0.1845,-0.0710,0.7819,0.2674,0.3966,-0.3277,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:252,0.1845,-0.0710,0.7819,0.3416,0.1842,-0.5478,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:264,0.0164,-0.2148,0.5663,0.3416,0.1842,-0.5478,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:306,0.0164,-0.2148,0.5663,0.3416,0.1842,-0.5478,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:318,0.0164,-0.2148,0.5663,0.3503,-0.3714,-0.5747,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:326,0.0164,-0.2148,0.5663,0.3503,-0.3714,-0.5747,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:331,-0.2255,-0.3919,-0.3579,0.3503,-0.3714,-0.5747,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:374,-0.2255,-0.3919,-0.3579,0.3503,-0.3714,-0.5747,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:387,-0.2255,-0.3919,-0.3579,0.5246,-0.3598,-0.4102,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:399,0.2693,-0.3920,-0.2635,0.5246,-0.3598,-0.4102,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:441,0.2693,-0.3920,-0.2635,0.5246,-0.3598,-0.4102,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:454,0.2693,-0.3920,-0.2635,1.0689,-0.1880,-0.1034,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:468,0.3189,-0.5769,0.4141,1.0689,-0.1880,-0.1034,230.9850,50.37560824,16.28179116,0.00000000,
13:20:12:485,0.3189,-0.5769,0.4141,1.0689,-0.1880,-0.1034,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:509,0.3189,-0.5769,0.4141,1.0689,-0.1880,-0.1034,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:522,0.3189,-0.5769,0.4141,1.0837,0.2928,0.0698,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:535,0.7087,-0.5155,0.3371,1.0837,0.2928,0.0698,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:577,0.7087,-0.5155,0.3371,1.0837,0.2928,0.0698,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:590,0.7087,-0.5155,0.3371,0.5275,0.3913,0.0027,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:603,0.6450,-0.0552,-0.8665,0.5275,0.3913,0.0027,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:644,0.6450,-0.0552,-0.8665,0.5275,0.3913,0.0027,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:658,0.6450,-0.0552,-0.8665,0.0864,0.2653,0.0564,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:670,0.1458,0.0963,-1.0700,0.0864,0.2653,0.0564,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:714,0.1458,0.0963,-1.0700,0.0864,0.2653,0.0564,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:724,0.1458,0.0963,-1.0700,-0.0066,0.1008,-0.1132,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:739,0.0048,0.2740,-0.4990,-0.0066,0.1008,-0.1132,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:780,0.0048,0.2740,-0.4990,-0.0066,0.1008,-0.1132,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:793,0.0048,0.2740,-0.4990,-0.3677,0.1526,-0.2434,224.0325,50.37560824,16.28179116,0.00000000,
13:20:12:806,0.0048,0.2740,-0.4990,-0.3677,0.1526,-0.2434,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:809,0.0569,0.3766,-0.7548,-0.3677,0.1526,-0.2434,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:848,0.0569,0.3766,-0.7548,-0.3677,0.1526,-0.2434,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:861,0.0569,0.3766,-0.7548,-0.2051,0.1538,-0.1984,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:873,-0.0118,0.1800,-0.1069,-0.2051,0.1538,-0.1984,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:916,-0.0118,0.1800,-0.1069,-0.2051,0.1538,-0.1984,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:928,-0.0118,0.1800,-0.1069,0.2347,-0.0273,-0.1045,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:941,-0.2188,-0.0160,0.5160,0.2347,-0.0273,-0.1045,228.0150,50.37560824,16.28179116,0.00000000,
13:20:12:973,-0.2188,-0.0160,0.5160,0.2347,-0.0273,-0.1045,233.0100,50.37560824,16.28179116,0.00000000,
13:20:12:983,-0.2188,-0.0160,0.5160,0.2347,-0.0273,-0.1045,233.0100,50.37560799,16.28177177,0.00000000,
13:20:12:995,-0.2188,-0.0160,0.5160,0.2285,0.0678,-0.1103,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:008,-0.0984,-0.0291,0.3903,0.2285,0.0678,-0.1103,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:052,-0.0984,-0.0291,0.3903,0.2285,0.0678,-0.1103,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:064,-0.0984,-0.0291,0.3903,0.2425,-0.0345,0.0061,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:076,-0.2977,-0.1147,-0.0232,0.2425,-0.0345,0.0061,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:119,-0.2977,-0.1147,-0.0232,0.2425,-0.0345,0.0061,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:125,-0.2977,-0.1147,-0.0232,0.2425,-0.0345,0.0061,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:132,-0.2977,-0.1147,-0.0232,0.2928,0.0142,0.0064,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:145,-0.2236,-0.1549,0.2642,0.2928,0.0142,0.0064,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:188,-0.2236,-0.1549,0.2642,0.2928,0.0142,0.0064,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:201,-0.2236,-0.1549,0.2642,0.1674,0.0095,-0.0382,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:214,-0.0284,0.0310,-0.1472,0.1674,0.0095,-0.0382,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:255,-0.0284,0.0310,-0.1472,0.1674,0.0095,-0.0382,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:269,-0.0284,0.0310,-0.1472,0.1611,0.0588,-0.0017,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:281,-0.1217,-0.0304,0.1356,0.1611,0.0588,-0.0017,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:323,-0.1217,-0.0304,0.1356,0.1611,0.0588,-0.0017,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:337,-0.1217,-0.0304,0.1356,0.3254,0.0009,0.0750,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:350,-0.2163,0.0023,0.2233,0.3254,0.0009,0.0750,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:391,-0.2163,0.0023,0.2233,0.3254,0.0009,0.0750,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:404,-0.2163,0.0023,0.2233,0.1854,0.0023,0.1150,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:421,-0.2157,-0.0856,0.1312,0.1854,0.0023,0.1150,234.0225,50.37560799,16.28177177,0.00000000,
13:20:13:444,-0.2157,-0.0856,0.1312,0.1854,0.0023,0.1150,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:460,-0.2157,-0.0856,0.1312,0.1854,0.0023,0.1150,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:470,-0.2157,-0.0856,0.1312,-0.0173,0.1510,-0.0270,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:484,0.1284,0.1562,-0.3799,-0.0173,0.1510,-0.0270,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:527,0.1284,0.1562,-0.3799,-0.0173,0.1510,-0.0270,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:539,0.1284,0.1562,-0.3799,-0.1865,0.1451,0.0075,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:553,-0.0497,0.0968,-0.3376,-0.1865,0.1451,0.0075,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:595,-0.0497,0.0968,-0.3376,-0.1865,0.1451,0.0075,233.0100,50.37560799,16.28177177,0.00000000,
13:20:13:606,-0.0497,0.0968,-0.3376,-0.1865,0.1451,0.0075,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:609,-0.0497,0.0968,-0.3376,-0.1385,0.0849,-0.1249,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:621,0.1691,0.2532,-0.2265,-0.1385,0.0849,-0.1249,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:662,0.1691,0.2532,-0.2265,-0.1385,0.0849,-0.1249,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:675,0.1691,0.2532,-0.2265,0.0171,-0.0124,-0.1405,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:687,0.0264,0.2907,0.2916,0.0171,-0.0124,-0.1405,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:729,0.0264,0.2907,0.2916,0.0171,-0.0124,-0.1405,234.9675,50.37560799,16.28177177,0.00000000,
